xmin,ymin,xmax,ymax,confidence,class,name,time
0.7702730894088745,12.870972633361816,221.4783935546875,218.42117309570312,0.8136494755744934,62,tv,0.0
159.07559204101562,288.5994873046875,324.7708435058594,614.097412109375,0.7082549929618835,0,person,0.0
233.11997985839844,254.16722106933594,250.2893829345703,273.38421630859375,0.4683041274547577,41,cup,0.0
214.76455688476562,0.0,478.0,716.4315185546875,0.40520334243774414,0,person,0.0
47.71310806274414,1.2575044631958008,350.7403564453125,147.8870086669922,0.3792966902256012,58,potted plant,0.0
163.58087158203125,385.42010498046875,323.51788330078125,620.297607421875,0.2778269350528717,77,teddy bear,0.0
0.9092037677764893,13.216490745544434,219.8679962158203,218.29116821289062,0.7969807982444763,62,tv,0.033335154274152755
158.69024658203125,289.8792724609375,332.8797302246094,612.4203491210938,0.7967557907104492,0,person,0.033335154274152755
232.70777893066406,254.48126220703125,250.16807556152344,273.2559814453125,0.455236554145813,41,cup,0.033335154274152755
262.5588684082031,23.619735717773438,478.0,717.220703125,0.4091663360595703,0,person,0.033335154274152755
47.33930969238281,0.2009737491607666,376.5561828613281,165.80856323242188,0.385630339384079,58,potted plant,0.033335154274152755
168.13710021972656,420.3255310058594,311.81494140625,618.4584350585938,0.3334985375404358,77,teddy bear,0.033335154274152755
0.572704017162323,12.184952735900879,219.83145141601562,217.19512939453125,0.8076045513153076,62,tv,0.06667030854830551
157.14305114746094,290.8536682128906,330.56280517578125,609.51708984375,0.7872859835624695,0,person,0.06667030854830551
169.35256958007812,419.6206970214844,319.699951171875,619.622802734375,0.4821636378765106,77,teddy bear,0.06667030854830551
287.5438232421875,166.4825439453125,478.0,732.8223266601562,0.4496680200099945,0,person,0.06667030854830551
46.82867431640625,0.0,379.3760986328125,165.55679321289062,0.4218073785305023,58,potted plant,0.06667030854830551
231.03219604492188,253.8115997314453,249.71778869628906,273.056640625,0.3295475244522095,41,cup,0.06667030854830551
0.455842524766922,10.84874153137207,219.98321533203125,218.00230407714844,0.8083744049072266,62,tv,0.10000546282245827
156.38461303710938,290.5685119628906,330.7229919433594,611.2740478515625,0.7839140295982361,0,person,0.10000546282245827
